Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AB2073,NSE,Information Tech,196.21,11270.15,23.32,116,4016323,3.95,0.23,0.0288,74.9,0.63,2.35,259.6822278
AB2074,NYSE,Healthcare,694.14,12765.84,87.05,48.87,17444147,3.8,0.78,0.0221,1,1.07,7.02,425.1320662
AB2075,NSE,Energy,324.49,11270.15,35.57,176.19,18416456,4.83,0.11,0.0555,74.9,0.71,1.07,610.1274078
AB2076,NYSE,Materials,387.25,12765.84,20.87,157.91,11094011,4.86,0.03,0.0597,1,0.6,5.5,315.1785413
AB2077,BSE,Energy,777.03,38182.08,65.71,169.66,18967673,4.68,0.11,0.0271,74.9,1.18,8.37,1104.870715
AB2078,S&P 500,Real Estate,487.03,3351.28,73.3,98.6,1064248,2.69,-0.43,0.0345,1,1.13,1.78,714.4995902
AB2079,BSE,Healthcare,465.81,38182.08,31.95,119.8,17690198,4.37,0.78,0.0373,74.9,1.16,6.92,372.5147755
AB2080,NYSE,Real Estate,30.52,12765.84,16.43,159.51,18825203,4.35,-0.43,0.0412,1,1.25,7.14,246.8653799
AB2081,S&P 500,Materials,23.79,3351.28,94.64,165.25,9409836,7.82,0.03,0.0579,1,0.83,2.37,1547.809119
AB2082,NSE,Information Tech,183.89,11270.15,47.98,87.6,4850073,4.58,0.23,0.061,74.9,0.77,0.99,412.1341392
AB2083,NYSE,Energy,40.85,12765.84,99.16,29.62,11214514,5.02,0.11,0.0525,1,1.05,2.95,291.0997059
AB2084,NYSE,Healthcare,811.49,12765.84,92.85,194.55,15764078,6.05,0.78,0.0571,1,1.04,8.73,1795.40359
AB2085,NSE,Materials,187.11,11270.15,33.31,18.52,9668829,4.44,0.03,0.0493,74.9,0.96,8.37,60.3470618
AB2086,S&P 500,Real Estate,938.91,3351.28,15.13,51.82,1612110,6.23,-0.43,0.0377,1,0.8,4.44,89.5811316
AB2087,NSE,Healthcare,453.82,11270.15,66.14,123.84,12485962,2.87,0.78,0.0583,74.9,0.75,8.46,808.2896818
AB2088,NYSE,Healthcare,156.3,12765.84,84.76,23.83,4684259,4.87,0.78,0.0451,1,1.08,1.65,200.1637673
AB2089,JSE,Real Estate,856.71,55722,32.45,54.85,3496474,7.86,-0.43,0.0252,17.7,1.09,9.46,183.0137868
AB2090,NYSE,Materials,202.7,12765.84,47.55,12.33,7207899,3.69,0.03,0.0518,1,0.8,2.8,57.91732462
AB2091,S&P 500,Information Tech,317.48,3351.28,32.92,171.37,16509535,3.65,0.23,0.0373,1,1.04,3,548.0518986
AB2092,S&P 500,Materials,620.38,3351.28,66.78,190.63,10249427,7.47,0.03,0.0583,1,0.66,6.79,1257.195842
AB2093,JSE,Materials,958.98,55722,64.62,146.24,12322153,7.35,0.03,0.044,17.7,1.1,7.24,948.540619
AB2094,NSE,Information Tech,657.63,11270.15,89.22,156.68,18038669,7.53,0.23,0.0503,74.9,1.12,8.47,1386.034793
AB2095,BSE,Information Tech,445,38182.08,34.88,29.81,14205743,7.08,0.23,0.0505,74.9,0.63,6.88,102.4005563
AB2096,NSE,Healthcare,307.1,11270.15,27.39,63.82,14260615,3,0.78,0.0303,74.9,1.27,9.31,169.3554265
AB2097,NSE,Materials,724.02,11270.15,66.03,188.52,15066378,7.78,0.03,0.0547,74.9,0.74,2.57,1231.31024
AB2098,S&P 500,Energy,160.26,3351.28,68.96,168.09,12617272,6.74,0.11,0.0427,1,1.21,7.88,1142.894224
AB2099,NYSE,Healthcare,393.73,12765.84,51.35,142.26,738268,4.94,0.78,0.0592,1,1.19,3.56,717.5689023
AB2100,JSE,Materials,884.74,55722,41.54,199.18,11924322,6.52,0.03,0.0336,17.7,0.95,7.64,819.8713142
AB2101,NYSE,Materials,554.29,12765.84,66.22,126.34,20090794,5.41,0.03,0.0232,1,1.26,5.52,826.2759698
AB2102,JSE,Energy,788.12,55722,94.62,77.77,11993619,8.31,0.11,0.034,17.7,0.9,2.77,735.4263415
AB2103,S&P 500,Healthcare,424.99,3351.28,38.04,39.05,3929277,7.96,0.78,0.0234,1,1.07,3.54,146.0029893
AB2104,S&P 500,Information Tech,524.77,3351.28,12.71,114.13,19045288,3.03,0.23,0.0284,1,0.91,5.23,136.0211439
AB2105,JSE,Healthcare,780.61,55722,38.37,62.67,13112951,7.78,0.78,0.0206,17.7,0.69,3.51,241.4152187
AB2106,BSE,Energy,111.32,38182.08,11.39,169.04,2746714,8.15,0.11,0.0202,74.9,1.24,4.08,176.7383741
AB2107,JSE,Real Estate,253.71,55722,61.59,86.83,19972546,5.57,-0.43,0.0578,17.7,1.22,3.96,526.7241431
AB2108,JSE,Real Estate,869.26,55722,19.76,111.64,9699334,3.63,-0.43,0.0222,17.7,1.21,6.82,220.8569682
AB2109,BSE,Materials,626.97,38182.08,61.05,142.81,7568162,3.1,0.03,0.058,74.9,1.08,7.1,860.8536414
AB2110,S&P 500,Real Estate,823.67,3351.28,93.66,179.76,19700049,7.33,-0.43,0.026,1,1.21,1.95,1674.503314
AB2111,JSE,Information Tech,961.34,55722,89.48,67.1,3836536,3.75,0.23,0.0279,17.7,0.62,5.71,612.0704253
AB2112,BSE,Real Estate,689.35,38182.08,49.4,103.44,1391455,5.75,-0.43,0.0372,74.9,1.04,1,505.073696
AB2113,S&P 500,Real Estate,416.52,3351.28,65.96,103.26,859788,5.46,-0.43,0.0367,1,1.08,4.45,671.9670491
AB2114,NSE,Healthcare,928.72,11270.15,44.02,64.02,7980762,5.29,0.78,0.0318,74.9,0.68,6.42,290.9851427
AB2115,S&P 500,Healthcare,399.79,3351.28,23.8,71.97,15420478,7.4,0.78,0.0283,1,1.19,7.59,165.4131661
AB2116,NYSE,Real Estate,586.07,12765.84,64.55,183.46,16011729,2.78,-0.43,0.0231,1,1.2,7.59,1168.557348
AB2117,NYSE,Materials,391.01,12765.84,19.71,69.81,5232668,5.11,0.03,0.0279,1,0.62,1.08,131.8248725
AB2118,NSE,Real Estate,538.75,11270.15,99.41,199.82,6228853,7.37,-0.43,0.0182,74.9,1.15,4.47,1968.528186
AB2119,JSE,Information Tech,901.42,55722,47.4,46.86,9662682,5.05,0.23,0.0275,17.7,0.9,6.89,230.7910545
AB2120,NYSE,Healthcare,813.76,12765.84,83.5,115.4,3944778,5.57,0.78,0.0542,1,0.77,2,960.584169
AB2121,JSE,Energy,124.32,55722,19.59,136.19,2178747,7.15,0.11,0.0354,17.7,0.64,6.61,253.9519899
AB2122,NSE,Information Tech,277.85,11270.15,87.8,186.69,6632152,6.08,0.23,0.0277,74.9,0.84,4.69,1621.257994
AB2123,BSE,Real Estate,135.57,38182.08,74.27,35.25,5339276,7.41,-0.43,0.0291,74.9,0.65,8.94,258.7055159
AB2124,JSE,Real Estate,770.18,55722,18.98,42.51,14365759,7.47,-0.43,0.0465,17.7,0.72,6.8,83.16102667
AB2125,JSE,Information Tech,834.38,55722,32.95,77.69,8242493,4.06,0.23,0.022,17.7,1.12,6.95,257.6562542
AB2126,S&P 500,Real Estate,768.58,3351.28,60.37,197.28,5705748,6.31,-0.43,0.0455,1,1.09,1.94,1177.954771
AB2127,BSE,Healthcare,666.45,38182.08,58.79,59.84,8512720,6.93,0.78,0.0304,74.9,1.15,1.26,349.8538703
AB2128,NYSE,Information Tech,388.41,12765.84,59.18,90.57,15528806,4.04,0.23,0.0196,1,0.94,9.47,528.0604928
AB2129,BSE,Healthcare,245.16,38182.08,41.53,20.38,16469060,5.61,0.78,0.0557,74.9,1.14,5.42,83.31166574
AB2130,NSE,Real Estate,18.1,11270.15,64.94,120.64,18245044,2.93,-0.43,0.0265,74.9,0.97,5.07,771.7414437
AB2131,JSE,Materials,592.35,55722,19.34,162.8,19012261,7.71,0.03,0.018,17.7,0.81,1.1,301.6538293
AB2132,NSE,Energy,537.43,11270.15,36.17,20.48,17163403,3.89,0.11,0.0181,74.9,0.94,8.38,74.10059707
AB2133,S&P 500,Real Estate,711.36,3351.28,36.29,67.01,10056817,7.19,-0.43,0.0609,1,0.82,0.97,241.4173168
AB2134,JSE,Energy,482.62,55722,62.81,180.49,2672561,7.06,0.11,0.0366,17.7,1.27,4.41,1117.311088
AB2135,BSE,Materials,389.92,38182.08,91.73,187.55,14835973,3.1,0.03,0.0601,74.9,1.11,6.34,1702.762493
AB2136,S&P 500,Real Estate,518.05,3351.28,84.41,77.25,4214925,3.24,-0.43,0.0567,1,0.84,0.57,646.1997814
AB2137,JSE,Materials,267.33,55722,39.84,26.33,15099373,5.58,0.03,0.0264,17.7,1.22,1.78,102.9222605
AB2138,BSE,Materials,307.48,38182.08,38.92,116.68,3835470,2.92,0.03,0.0612,74.9,0.84,5.11,443.3379515
AB2139,NYSE,Materials,714.5,12765.84,98.73,149.67,17268115,4.99,0.03,0.036,1,1.14,6.75,1467.754952
AB2140,S&P 500,Information Tech,131.63,3351.28,63.83,88.06,1323574,7.87,0.23,0.0258,1,0.85,4.15,553.7857512
AB2141,NYSE,Energy,259.62,12765.84,73.96,127.91,14935258,5.85,0.11,0.0176,1,0.72,8,933.9591924
AB2142,NSE,Real Estate,43.81,11270.15,40.36,108.48,7696123,4.17,-0.43,0.0447,74.9,0.76,7.64,427.4212685
AB2143,NYSE,Information Tech,694.76,12765.84,27.76,86.48,15057117,4.5,0.23,0.0609,1,1.18,6.22,236.0681955
AB2144,NSE,Real Estate,864.59,11270.15,48.47,156.14,16688526,3.8,-0.43,0.038,74.9,0.72,7.71,752.2613132
AB2145,S&P 500,Energy,209.28,3351.28,11.37,74.16,6911866,7.84,0.11,0.0198,1,1.1,8.19,77.73425099
AB2146,NYSE,Energy,666.44,12765.84,95.75,149.91,8228566,4.72,0.11,0.04,1,0.62,6.7,1424.385634
AB2147,NYSE,Materials,406.51,12765.84,37.12,119.91,15786792,3.92,0.03,0.0308,1,1.02,3.82,434.3778223
AB2148,S&P 500,Healthcare,775.3,3351.28,61.78,175.53,17466058,4.41,0.78,0.0601,1,0.93,1.5,1073.945387
AB2149,S&P 500,Information Tech,745.92,3351.28,47.14,140.12,14097204,5.45,0.23,0.0288,1,1.21,5.99,652.5172113
AB2150,NSE,Information Tech,782.28,11270.15,59.82,178.11,10898178,6.04,0.23,0.0236,74.9,1.23,9.26,1054.863642
AB2151,BSE,Healthcare,770.72,38182.08,67.79,59.4,18427551,5.95,0.78,0.0464,74.9,0.73,3.99,403.5578858
AB2152,NSE,Healthcare,673.13,11270.15,33.75,57.34,8519153,2.86,0.78,0.0394,74.9,1.05,7.66,191.9935184
AB2153,NYSE,Healthcare,261.97,12765.84,44.72,129.16,5229937,5.66,0.78,0.0603,1,0.81,5.68,565.5725009
AB2154,NYSE,Healthcare,835.73,12765.84,95.83,25.3,14958744,2.99,0.78,0.0455,1,0.62,0.84,249.4241553
AB2155,BSE,Energy,785.08,38182.08,12.86,129.99,14125903,8.16,0.11,0.0407,74.9,1.14,1.52,161.8429099
AB2156,NYSE,Healthcare,73.44,12765.84,90.02,191.87,3921165,6.63,0.78,0.0289,1,0.74,0.91,1708.602519
AB2157,NSE,Materials,28.15,11270.15,78.82,85.72,15089270,7.08,0.03,0.0467,74.9,1.19,8.14,667.4314695
AB2158,S&P 500,Energy,33.06,3351.28,54.75,187.37,3249917,2.8,0.11,0.0597,1,1.24,5.48,1007.602545
AB2159,S&P 500,Materials,547.06,3351.28,99.04,34,18002110,6.24,0.03,0.048,1,0.76,4.31,335.4927135
AB2160,NSE,Energy,286.13,11270.15,42.83,85.98,6393427,8.1,0.11,0.052,74.9,0.87,9.21,360.4473354
AB2161,S&P 500,Real Estate,6.23,3351.28,39.76,143.96,11212112,3.89,-0.43,0.0323,1,0.83,8.12,558.4510354
AB2162,JSE,Materials,933.02,55722,54.02,111.34,4400861,5.49,0.03,0.0154,17.7,1.18,8.21,606.1309818
AB2163,NYSE,Information Tech,485.87,12765.84,84.12,189.33,6025773,6.04,0.23,0.043,1,1.15,2.51,1575.428403
AB2164,BSE,Materials,123.83,38182.08,43,82.27,5993663,7.64,0.03,0.0186,74.9,0.69,5.02,346.0442936
AB2165,S&P 500,Materials,283.48,3351.28,81.43,191.45,3379795,7.45,0.03,0.0217,1,0.79,5.96,1540.62865
AB2166,S&P 500,Energy,733.23,3351.28,78.79,188.98,16289672,6.11,0.11,0.0161,1,1.02,2.85,1475.673971
AB2167,NSE,Energy,951.47,11270.15,34.16,35.05,18826908,3.98,0.11,0.0387,74.9,1.17,8.21,133.6173684
AB2168,JSE,Information Tech,218.3,55722,92.68,171.64,15247840,2.74,0.23,0.0435,17.7,0.7,3.39,1574.250555
AB2169,NYSE,Energy,959.04,12765.84,83.55,74.83,14807888,2.69,0.11,0.0553,1,1.21,2.05,635.8329598
AB2170,S&P 500,Healthcare,956.25,3351.28,64.43,146.49,18653501,5.14,0.78,0.0396,1,1.14,7.77,947.1983122
AB2171,NYSE,Healthcare,105.26,12765.84,53.61,170.12,7467731,7.28,0.78,0.046,1,0.66,8.31,895.6830227
AB2172,S&P 500,Real Estate,729.48,3351.28,20.4,173.28,11151569,5.21,-0.43,0.0377,1,1.2,1.57,341.9055343
AB2173,NYSE,Materials,692.29,12765.84,19.85,116.82,10879092,4.7,0.03,0.0264,1,1.11,5.88,224.9138234
AB2174,JSE,Information Tech,942.53,55722,63.88,144.4,5288166,4.27,0.23,0.0515,17.7,0.88,6.84,924.6678676
AB2175,S&P 500,Materials,26.02,3351.28,50.04,125.88,8176523,2.57,0.03,0.0449,1,1.08,6.56,617.7534682
AB2176,JSE,Materials,816.03,55722,46.68,24.53,19223003,3.72,0.03,0.0301,17.7,0.61,7.12,120.5544796
AB2177,JSE,Energy,212.64,55722,88.75,146.83,11785824,3.95,0.11,0.051,17.7,0.89,1.84,1289.045121
AB2178,S&P 500,Information Tech,873.22,3351.28,49.81,159.84,17644709,7.66,0.23,0.0598,1,1.04,6.39,791.7910096
AB2179,NYSE,Real Estate,716.82,12765.84,94.4,187.63,7474859,4.81,-0.43,0.055,1,0.77,7.97,1757.567878
AB2180,BSE,Healthcare,690.6,38182.08,78.54,16.23,9982958,4.54,0.78,0.0195,74.9,1.13,6.4,130.3513427
AB2181,BSE,Information Tech,256.23,38182.08,63.93,115.4,17321800,4.68,0.23,0.056,74.9,0.71,6.6,726.9476909
AB2182,NYSE,Healthcare,947.55,12765.84,34.42,84.74,5103449,6.19,0.78,0.035,1,1.08,8.35,300.4178975
AB2183,NYSE,Information Tech,6.73,12765.84,27.21,186.12,13692583,6.99,0.23,0.0435,1,1.11,0.82,488.4870892
AB2184,NYSE,Healthcare,11.38,12765.84,44.05,134.25,19806087,5.95,0.78,0.0441,1,1.22,6.98,578.5070988
AB2185,NYSE,Real Estate,769.93,12765.84,94.48,75.34,5527940,7.21,-0.43,0.0347,1,0.64,2.61,710.9183452
AB2186,BSE,Real Estate,681.92,38182.08,58.09,132.23,1382658,3.92,-0.43,0.0548,74.9,1.13,4.43,759.165548
AB2187,S&P 500,Real Estate,358.5,3351.28,69.49,45.57,7607366,3.38,-0.43,0.0212,1,0.8,7.36,313.0164452
AB2188,JSE,Healthcare,420.76,55722,37.3,,,4.5,0.78,0.0333,17.7,1.11,5.93,435.8455117
AB2189,NSE,Materials,892.7,11270.15,21.39,,,4.45,0.03,0.0306,74.9,,4.04,34.65112836
AB2190,BSE,Healthcare,356.3,38182.08,31.23,,,6.99,0.78,0.0417,74.9,,8.61,450.289369
AB2191,BSE,Real Estate,522.63,38182.08,70.93,,,5.15,-0.43,0.0336,74.9,,2.25,1275.898672
AB2192,BSE,Healthcare,450.03,38182.08,46.54,,,2.58,0.78,0.0482,74.9,,0.61,674.9248934
AB2193,S&P 500,Information Tech,430.87,3351.28,72.79,,,6.21,0.23,0.0426,1,,0.92,97.17725125
AB2194,BSE,Energy,497.85,38182.08,79.28,,,3.28,0.11,0.0385,74.9,,3.42,190.9145405
AB2195,NSE,Information Tech,186.88,11270.15,73.46,,,5.28,0.23,0.0516,74.9,1.16,5.65,1296.849934
AB2196,JSE,Materials,547.1,55722,44.54,,,2.8,0.03,0.0279,17.7,1.27,4.16,50.8521133
AB2197,JSE,Information Tech,764.38,55722,24.28,,,4.29,0.23,0.0329,17.7,0.69,4.38,230.6009115
AB2198,NSE,Information Tech,305.61,11270.15,81.47,,,2.81,0.23,0.0574,74.9,0.94,3.18,506.7030291
AB2199,JSE,Materials,812.23,55722,81.08,,,4.95,0.03,0.0558,17.7,1.26,2.25,347.4375392
AB2200,S&P 500,Information Tech,196.58,3351.28,14.59,,,4.35,0.23,0.0269,1,0.78,2.28,218.8238185
AB2201,BSE,Healthcare,330.08,38182.08,15.8,,,7.76,0.78,0.0219,74.9,0.81,3.46,126.8063264
AB2202,S&P 500,Materials,711.08,3351.28,69.46,,,8.02,0.03,0.0164,1,0.93,8.22,1276.933781
AB2203,JSE,Healthcare,87.44,55722,10.68,,,7.45,0.78,0.0451,17.7,0.64,1.71,114.8273333
AB2204,JSE,Real Estate,92.74,55722,53.58,,,7.62,-0.43,0.029,17.7,0.73,3.94,412.4839588
AB2205,NSE,Materials,526.99,11270.15,89.08,,,3.34,0.03,0.0472,74.9,0.81,5.1,970.4417178
AB2206,S&P 500,Energy,114.98,3351.28,96.69,,,6.49,0.11,0.0274,1,0.69,4.67,1843.215336
AB2207,JSE,Energy,57.09,55722,59.7,,,7.06,0.11,0.027,17.7,1.23,1.35,896.2927588
AB2208,BSE,Healthcare,454.73,38182.08,44.72,,,3.38,0.78,0.0467,74.9,0.69,6.07,318.2514081
AB2209,S&P 500,Information Tech,439.52,3351.28,70.03,,,4.15,0.23,0.0167,1,1.23,3.42,499.4667945
AB2210,JSE,Information Tech,607.51,55722,10.77,,,6.81,0.23,0.0345,17.7,1.22,8.33,43.2172322
AB2211,BSE,Real Estate,327.68,38182.08,47.56,,,6.23,-0.43,0.0493,74.9,0.79,8.51,728.9000907
AB2212,S&P 500,Energy,889.14,3351.28,90.5,,,5.58,0.11,0.016,1,1.28,3.75,379.413104
AB2213,NYSE,Materials,837.18,12765.84,11.24,,,3.39,0.03,0.033,1,0.71,4.58,184.1290699
AB2214,S&P 500,Real Estate,840.99,3351.28,67.25,,,4.32,-0.43,0.0235,1,1,6.98,232.2234439
AB2215,NYSE,Healthcare,86.68,12765.84,84.51,,,2.58,0.78,0.0378,1,1,6.63,267.3112157
AB2216,NSE,Information Tech,897.43,11270.15,91.77,,,6.48,0.23,0.0561,74.9,0.72,5.42,495.0592969
AB2217,NSE,Real Estate,68.71,11270.15,60.69,,,4.9,-0.43,0.0372,74.9,1.24,4.4,931.7710345
AB2218,NYSE,Information Tech,907.29,12765.84,60.43,,,5.12,0.23,0.0232,1,1.15,4.87,1092.404231
AB2219,S&P 500,Real Estate,955.14,3351.28,56.74,,,8.13,-0.43,0.0592,1,0.95,8.1,1132.184802
AB2220,NSE,Materials,775.61,11270.15,82.01,,,8.14,0.03,0.0413,74.9,0.87,3.08,1189.180394
AB2221,S&P 500,Information Tech,861.09,3351.28,76.07,,,5.68,0.23,0.0325,1,0.68,8.12,1231.438744
AB2222,S&P 500,Information Tech,277.13,3351.28,83.67,,,3.77,0.23,0.0195,1,1.17,3.99,747.7267436
AB2223,NSE,Healthcare,384.79,11270.15,73.5,,,6.15,0.78,0.017,74.9,0.9,4.55,501.8553598
AB2224,BSE,Information Tech,703.05,38182.08,52.59,,,4.82,0.23,0.021,74.9,1.26,4.59,764.4914566
AB2225,NYSE,Real Estate,478.48,12765.84,97.05,,,7.44,-0.43,0.0281,1,1.1,6.19,276.7818813
AB2226,S&P 500,Materials,614.32,3351.28,76.22,,,5.56,0.03,0.0438,1,0.77,3.75,942.7120146
AB2227,NSE,Healthcare,111.44,11270.15,91.84,,,6.96,0.78,0.0287,74.9,1.28,7.36,111.4031644
AB2228,NYSE,Information Tech,797.78,12765.84,58.53,,,5.99,0.23,0.0389,1,0.93,3.86,159.4833538
AB2229,JSE,Energy,914.34,55722,91.18,,,6.09,0.11,0.0446,17.7,0.63,7.02,974.5590987
AB2230,NYSE,Energy,85.36,12765.84,88.37,,,3.78,0.11,0.0417,1,0.69,2.15,1275.363241
AB2231,NYSE,Energy,446.1,12765.84,66.51,,,5.49,0.11,0.0331,1,1.19,1.05,1246.091868
AB2232,NSE,Materials,113.12,11270.15,64.89,,,2.82,0.03,0.0167,74.9,1.15,7.49,734.2410475
AB2233,NYSE,Information Tech,381.67,12765.84,91.35,,,6.31,0.23,0.0338,1,0.83,7.48,139.7218602
AB2234,S&P 500,Real Estate,267.24,3351.28,87.39,,,4.03,-0.43,0.0325,1,0.9,7.37,1669.416008
AB2235,NYSE,Energy,732.06,12765.84,45.64,,,5.34,0.11,0.0215,1,1.26,2.5,385.8659688
AB2236,NSE,Materials,720.05,11270.15,14.78,,,7.29,0.03,0.0262,74.9,0.76,8.19,249.7723408
AB2237,NSE,Energy,952.48,11270.15,22.09,,,6.17,0.11,0.0464,74.9,1.09,6.23,337.9275392
AB2238,BSE,Healthcare,875.65,38182.08,42.16,,,6.79,0.78,0.057,74.9,0.78,2.02,175.8937876
AB2239,S&P 500,Energy,873.96,3351.28,85.34,,,6.01,0.11,0.0429,1,1,0.69,1255.755685
AB2240,NSE,Energy,591.4,11270.15,65.84,,,5.85,0.11,0.0504,74.9,1.04,7.94,148.367894
AB2241,NYSE,Materials,822.17,12765.84,55.17,,,6.56,0.03,0.0205,1,0.68,8.44,196.2110589
AB2242,JSE,Energy,336.49,55722,64.06,,,6.84,0.11,0.0302,17.7,0.67,5.54,273.994739
AB2243,BSE,Energy,96.76,38182.08,91.01,,,3.39,0.11,0.0473,74.9,1.15,7.12,508.5072486
AB2244,JSE,Information Tech,581.37,55722,87.89,,,6.71,0.23,0.0306,17.7,0.68,4.84,612.1337991
AB2245,NSE,Healthcare,41.7,11270.15,69.3,,,2.63,0.78,0.051,74.9,0.81,0.56,152.2231731
AB2246,S&P 500,Energy,112.3,3351.28,30.03,,,4.02,0.11,0.0371,1,0.77,4.32,30.12039032
AB2247,BSE,Information Tech,901.89,38182.08,66.92,,,4.76,0.23,0.0315,74.9,0.93,5.73,882.7269971
AB2248,NYSE,Healthcare,861.23,12765.84,77.54,,,2.85,0.78,0.0333,1,0.88,1.78,1383.628312
AB2249,JSE,Real Estate,35.42,55722,52.98,,,6.93,-0.43,0.0356,17.7,0.78,9.29,55.88341666
AB2250,NSE,Materials,63.61,11270.15,70.64,,,7.34,0.03,0.0576,74.9,1,1.7,822.4578171
AB2251,JSE,Healthcare,584.14,55722,25.06,,,5.13,0.78,0.0309,17.7,0.65,4,135.1732043
AB2252,JSE,Real Estate,682.99,55722,61.54,,,6.92,-0.43,0.0252,17.7,1.09,0.66,267.6847138
AB2253,JSE,Information Tech,711.75,55722,32.39,,,5.16,0.23,0.0491,17.7,1.26,3.03,72.02212538
AB2254,JSE,Information Tech,444.52,55722,19.51,,,6.96,0.23,0.03,17.7,0.79,4.61,158.9098386
AB2255,BSE,Real Estate,360.66,38182.08,53.26,,,8.2,-0.43,0.0307,74.9,0.61,5.98,793.7669188
AB2256,S&P 500,Materials,86.3,3351.28,46.09,,,5.24,0.03,0.0397,1,0.63,3.08,127.1089583
AB2257,JSE,Information Tech,49.02,55722,26.46,,,6.05,0.23,0.0224,17.7,1.14,5.54,160.2527539
AB2258,NYSE,Energy,511.7,12765.84,36.83,,,2.86,0.11,0.0244,1,1.25,1.99,705.368587
AB2259,S&P 500,Healthcare,883.88,3351.28,84.9,,,4.03,0.78,0.0447,1,0.61,7.01,1569.284054
AB2260,BSE,Healthcare,373.98,38182.08,93.68,,,4.21,0.78,0.033,74.9,0.63,1.42,1631.414547
AB2261,NSE,Information Tech,502.08,11270.15,29.89,,,5.5,0.23,0.0169,74.9,1.25,9.27,255.0495671
AB2262,NYSE,Healthcare,448.88,12765.84,34.33,,,4.59,0.78,0.0525,1,1.02,3.32,649.0986078
AB2263,S&P 500,Information Tech,355.22,3351.28,39.88,,,6.73,0.23,0.0399,1,1.03,4.68,375.3632929
AB2264,JSE,Real Estate,364.9,55722,65.31,,,4.88,-0.43,0.0436,17.7,0.75,3.99,742.2198628
AB2265,S&P 500,Energy,537.36,3351.28,27.71,,,7.44,0.11,0.0606,1,1.08,2.96,123.9687131
AB2266,S&P 500,Materials,396.85,3351.28,74.56,,,5.82,0.03,0.0354,1,0.83,0.67,744.965252
AB2267,NSE,Real Estate,577.16,11270.15,17.4,,,2.58,-0.43,0.0187,74.9,0.73,8.04,183.0153259
AB2268,JSE,Healthcare,480.98,55722,85.73,,,4.08,0.78,0.0501,17.7,1.12,1.16,129.445395
AB2269,NYSE,Materials,922.67,12765.84,95.4,,,3.75,0.03,0.0226,1,0.65,7.81,635.4281786
AB2270,BSE,Real Estate,129.85,38182.08,20.94,,,7.24,-0.43,0.0336,74.9,0.97,4.09,194.373392
AB2271,JSE,Materials,38.71,55722,70.11,,,5.31,0.03,0.0597,17.7,0.97,4.31,110.8458709
AB2272,BSE,Materials,32.23,38182.08,29.73,,,4.86,0.03,0.0438,74.9,1.16,5.03,197.3724883
AB2273,BSE,Healthcare,559.23,38182.08,42.37,,,7.03,0.78,0.0582,74.9,0.7,4.01,279.27281
AB2274,JSE,Information Tech,221.45,55722,72.14,,,2.59,0.23,0.0534,17.7,1.22,0.69,284.004836
AB2275,S&P 500,Real Estate,152.41,3351.28,78,,,6.62,-0.43,0.06,1,1.28,4.3,1303.868889
AB2276,NSE,Healthcare,508.06,11270.15,22.37,,,4.98,0.78,0.0264,74.9,1.16,8.45,182.4128046
AB2277,BSE,Materials,87.37,38182.08,27.41,,,3.19,0.03,0.0294,74.9,0.83,6.36,82.01076148
AB2278,NYSE,Information Tech,812.38,12765.84,63.32,,,4.36,0.23,0.051,1,0.61,4.57,610.6017221
AB2279,NYSE,Energy,365.69,12765.84,49.75,,,7.9,0.11,0.0234,1,1.19,6.54,160.2694038
AB2280,BSE,Real Estate,924.2,38182.08,24.75,,,2.68,-0.43,0.0334,74.9,0.67,6.31,278.9691445
AB2281,JSE,Information Tech,336.81,55722,16.13,,,7.61,0.23,0.0598,17.7,1,1.38,94.17087397
AB2282,JSE,Healthcare,359.72,55722,69.53,,,8.01,0.78,0.0353,17.7,1.29,6.85,1256.873207
AB2283,BSE,Information Tech,646.65,38182.08,50.13,,,5.7,0.23,0.0214,74.9,0.67,7.73,792.8364912
AB2284,NYSE,Information Tech,591.18,12765.84,89.55,,,3.9,0.23,0.0313,1,0.76,1.13,1502.007208
AB2285,NYSE,Information Tech,357.46,12765.84,10.47,,,2.89,0.23,0.0157,1,0.79,3.78,80.73811691
AB2286,NYSE,Real Estate,394.58,12765.84,91.46,,,4.9,-0.43,0.0338,1,1.14,8.01,795.5562953
AB2287,NSE,Information Tech,234.47,11270.15,22.04,,,6.69,0.23,0.0475,74.9,0.77,4.18,320.5495859
AB2288,NYSE,Energy,905.65,12765.84,85.5,,,8.06,0.11,0.0394,1,1.05,4.27,179.3067122
AB2289,NYSE,Information Tech,22.47,12765.84,86.45,,,6.62,0.23,0.0423,1,1.22,1.37,166.6329352
AB2290,NYSE,Energy,63.99,12765.84,90.28,,,2.79,0.11,0.0444,1,0.98,1.34,1295.975392
AB2291,JSE,Materials,441.52,55722,99.06,,,7.83,0.03,0.0235,17.7,1.28,2.05,431.1050732
AB2292,NSE,Real Estate,939.69,11270.15,69,,,4.62,-0.43,0.0539,74.9,0.87,6.17,1354.572319
AB2293,NSE,Healthcare,306.56,11270.15,97.21,,,6.99,0.78,0.0181,74.9,0.76,5.03,559.7692983
AB2294,BSE,Materials,529.65,38182.08,21.71,,,7.02,0.03,0.0416,74.9,0.97,2.28,228.9168141
